metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
9,Zero-Inflation Proportion pi,0.4079,0.2068,1000,1.97,0.0489,0.05,0.002046,0.8137
9,logRR,-0.1923,0.6206,1000,-0.31,0.7568,0.05,-1.4101,1.0256
9,RR,0.8251,0.5120,1000,1.61,0.1074,0.05,-0.1797,1.8299
10,Zero-Inflation Proportion pi,0.3377,0.1857,1000,1.82,0.0693,0.05,-0.02678,0.7022
10,logRR,0.1464,0.4882,1000,0.30,0.7644,0.05,-0.8116,1.1044
10,RR,1.1576,0.5652,1000,2.05,0.0408,0.05,0.04860,2.2667
12,Zero-Inflation Proportion pi,0.2104,0.1751,1000,1.20,0.2298,0.05,-0.1332,0.5541
12,logRR,0.1178,0.4807,1000,0.25,0.8065,0.05,-0.8254,1.0610
12,RR,1.1250,0.5408,1000,2.08,0.0377,0.05,0.06385,2.1862
13,Zero-Inflation Proportion pi,0.2643,0.1242,1000,2.13,0.0335,0.05,0.02064,0.5079
13,logRR,-0.00040,0.4100,1000,-0.00,0.9992,0.05,-0.8049,0.8041
13,RR,0.9996,0.4098,1000,2.44,0.0149,0.05,0.1954,1.8038
14,Zero-Inflation Proportion pi,0.04724,0.1134,1000,0.42,0.6771,0.05,-0.1753,0.2698
14,logRR,0.2543,0.3959,1000,0.64,0.5209,0.05,-0.5226,1.0312
14,RR,1.2895,0.5105,1000,2.53,0.0117,0.05,0.2877,2.2913
15,Zero-Inflation Proportion pi,0.1763,0.1180,1000,1.49,0.1355,0.05,-0.05528,0.4079
15,logRR,0.1043,0.4719,1000,0.22,0.8252,0.05,-0.8217,1.0303
15,RR,1.1099,0.5237,1000,2.12,0.0343,0.05,0.08214,2.1377
16,Zero-Inflation Proportion pi,0.2097,0.2978,1000,0.70,0.4814,0.05,-0.3746,0.7940
16,logRR,-0.4911,0.8801,1000,-0.56,0.5770,0.05,-2.2181,1.2360
16,RR,0.6120,0.5386,1000,1.14,0.2561,0.05,-0.4449,1.6689
17,Zero-Inflation Proportion pi,0.4340,0.1872,1000,2.32,0.0206,0.05,0.06661,0.8014
17,logRR,1.0986,0.6613,1000,1.66,0.0970,0.05,-0.1992,2.3964
17,RR,2.9999,1.9840,1000,1.51,0.1308,0.05,-0.8933,6.8932
18,Zero-Inflation Proportion pi,0.3557,,1000,,,0.05,,
18,logRR,-0.2454,,1000,,,0.05,,
18,RR,0.7824,,1000,,,0.05,,
19,Zero-Inflation Proportion pi,0.1133,0.1609,1000,0.70,0.4816,0.05,-0.2025,0.4290
19,logRR,0.1741,0.4945,1000,0.35,0.7248,0.05,-0.7963,1.1446
19,RR,1.1902,0.5886,1000,2.02,0.0434,0.05,0.03517,2.3453
20,Zero-Inflation Proportion pi,0.02238,0.1613,1000,0.14,0.8897,0.05,-0.2941,0.3389
20,logRR,-0.4047,0.3721,1000,-1.09,0.2771,0.05,-1.1350,0.3256
20,RR,0.6672,0.2483,1000,2.69,0.0073,0.05,0.1799,1.1544
21,Zero-Inflation Proportion pi,0.3624,0.1920,1000,1.89,0.0593,0.05,-0.01431,0.7391
21,logRR,-0.1112,0.1774,1000,-0.63,0.5311,0.05,-0.4593,0.2370
21,RR,0.8948,0.1588,1000,5.64,<.0001,0.05,0.5833,1.2063
22,Zero-Inflation Proportion pi,0.1033,0.1657,1000,0.62,0.5333,0.05,-0.2219,0.4284
22,logRR,0.4169,0.4313,1000,0.97,0.3339,0.05,-0.4293,1.2632
22,RR,1.5173,0.6543,1000,2.32,0.0206,0.05,0.2333,2.8013
23,Zero-Inflation Proportion pi,0.1897,0.1333,1000,1.42,0.1551,0.05,-0.07193,0.4514
23,logRR,0.000114,0.4920,1000,0.00,0.9998,0.05,-0.9654,0.9657
23,RR,1.0001,0.4921,1000,2.03,0.0424,0.05,0.03446,1.9658
24,Zero-Inflation Proportion pi,0.3890,1.106E-6,1000,351737,<.0001,0.05,0.3890,0.3890
24,logRR,-0.1883,0.000037,1000,-5049.0,<.0001,0.05,-0.1883,-0.1882
24,RR,0.8284,0.000031,1000,26820.7,<.0001,0.05,0.8283,0.8285
25,Zero-Inflation Proportion pi,0.3502,0.1614,1000,2.17,0.0303,0.05,0.03339,0.6669
25,logRR,-0.1223,0.4808,1000,-0.25,0.7992,0.05,-1.0659,0.8212
25,RR,0.8849,0.4255,1000,2.08,0.0378,0.05,0.04995,1.7198
26,Zero-Inflation Proportion pi,0.3617,0.1707,1000,2.12,0.0343,0.05,0.02679,0.6967
26,logRR,0.08763,0.4648,1000,0.19,0.8505,0.05,-0.8244,0.9997
26,RR,1.0916,0.5073,1000,2.15,0.0317,0.05,0.09600,2.0872
27,Zero-Inflation Proportion pi,0.05398,0.2044,1000,0.26,0.7918,0.05,-0.3471,0.4551
27,logRR,-0.2188,0.4433,1000,-0.49,0.6218,0.05,-1.0887,0.6512
27,RR,0.8035,0.3562,1000,2.26,0.0243,0.05,0.1045,1.5026
28,Zero-Inflation Proportion pi,0.5700,0.1703,1000,3.35,0.0008,0.05,0.2358,0.9042
28,logRR,0.1831,0.5982,1000,0.31,0.7596,0.05,-0.9907,1.3570
28,RR,1.2010,0.7184,1000,1.67,0.0949,0.05,-0.2088,2.6108
29,Zero-Inflation Proportion pi,0.4149,0.2006,1000,2.07,0.0388,0.05,0.02134,0.8085
29,logRR,-0.3429,0.5795,1000,-0.59,0.5542,0.05,-1.4800,0.7943
29,RR,0.7097,0.4113,1000,1.73,0.0847,0.05,-0.09733,1.5168
30,Zero-Inflation Proportion pi,0.3617,0.1524,1000,2.37,0.0178,0.05,0.06272,0.6608
30,logRR,-0.2210,0.4651,1000,-0.48,0.6348,0.05,-1.1337,0.6918
30,RR,0.8017,0.3729,1000,2.15,0.0318,0.05,0.06994,1.5335
31,Zero-Inflation Proportion pi,0.000049,,1000,,,0.05,,
31,logRR,-0.00408,,1000,,,0.05,,
31,RR,0.9959,,1000,,,0.05,,
32,Zero-Inflation Proportion pi,0.4103,0.2006,1000,2.05,0.0411,0.05,0.01670,0.8039
32,logRR,0.1823,0.5999,1000,0.30,0.7613,0.05,-0.9949,1.3595
32,RR,1.2000,0.7199,1000,1.67,0.0958,0.05,-0.2126,2.6126
33,Zero-Inflation Proportion pi,0.000518,,1000,,,0.05,,
33,logRR,0.6290,0.4333,1000,1.45,0.1469,0.05,-0.2213,1.4794
33,RR,1.8758,0.8129,1000,2.31,0.0212,0.05,0.2807,3.4709
34,Zero-Inflation Proportion pi,3.46E-13,,1000,,,0.05,,
34,logRR,0.3075,0.2845,1000,1.08,0.2801,0.05,-0.2509,0.8658
34,RR,1.3600,0.3869,1000,3.51,0.0005,0.05,0.6006,2.1193
37,Zero-Inflation Proportion pi,0.1820,0.2294,1000,0.79,0.4276,0.05,-0.2681,0.6322
37,logRR,0.09069,0.4911,1000,0.18,0.8535,0.05,-0.8731,1.0545
37,RR,1.0949,0.5378,1000,2.04,0.0420,0.05,0.03966,2.1502
38,Zero-Inflation Proportion pi,0.4424,0.2621,1000,1.69,0.0918,0.05,-0.07205,0.9568
38,logRR,-0.2877,0.7591,1000,-0.38,0.7048,0.05,-1.7772,1.2018
38,RR,0.7500,0.5693,1000,1.32,0.1880,0.05,-0.3671,1.8671
39,Zero-Inflation Proportion pi,6.614E-8,,1000,,,0.05,,
39,logRR,-0.1496,0.4929,1000,-0.30,0.7616,0.05,-1.1167,0.8176
39,RR,0.8611,0.4244,1000,2.03,0.0427,0.05,0.02828,1.6939
40,Zero-Inflation Proportion pi,0.3070,0.2222,1000,1.38,0.1674,0.05,-0.1290,0.7430
40,logRR,0.6145,0.5002,1000,1.23,0.2196,0.05,-0.3672,1.5961
40,RR,1.8487,0.9248,1000,2.00,0.0459,0.05,0.03393,3.6635
41,Zero-Inflation Proportion pi,0.1843,0.3385,1000,0.54,0.5863,0.05,-0.4800,0.8485
41,logRR,0.6773,0.6082,1000,1.11,0.2657,0.05,-0.5163,1.8708
41,RR,1.9685,1.1973,1000,1.64,0.1005,0.05,-0.3809,4.3179
42,Zero-Inflation Proportion pi,0.1796,,1000,,,0.05,,
42,logRR,0.05992,,1000,,,0.05,,
42,RR,1.0617,,1000,,,0.05,,
43,Zero-Inflation Proportion pi,0.4613,0.1735,1000,2.66,0.0080,0.05,0.1208,0.8018
43,logRR,-0.00003,0.5275,1000,-0.00,1.0000,0.05,-1.0352,1.0352
43,RR,1.0000,0.5275,1000,1.90,0.0583,0.05,-0.03520,2.0351
44,Zero-Inflation Proportion pi,0.2493,0.1636,1000,1.52,0.1279,0.05,-0.07175,0.5703
44,logRR,0.1385,0.4773,1000,0.29,0.7717,0.05,-0.7981,1.0751
44,RR,1.1486,0.5482,1000,2.10,0.0364,0.05,0.07281,2.2243
45,Zero-Inflation Proportion pi,0.5753,0.2475,1000,2.32,0.0203,0.05,0.08953,1.0610
45,logRR,-0.2946,0.5826,1000,-0.51,0.6132,0.05,-1.4380,0.8487
45,RR,0.7448,0.4340,1000,1.72,0.0864,0.05,-0.1068,1.5964
46,Zero-Inflation Proportion pi,0.000061,,1000,,,0.05,,
46,logRR,-0.4713,,1000,,,0.05,,
46,RR,0.6242,,1000,,,0.05,,
48,Zero-Inflation Proportion pi,0.000045,,1000,,,0.05,,
48,logRR,-0.2020,0.4959,1000,-0.41,0.6838,0.05,-1.1751,0.7711
48,RR,0.8171,0.4052,1000,2.02,0.0440,0.05,0.02195,1.6122
50,Zero-Inflation Proportion pi,0.1592,0.1385,1000,1.15,0.2508,0.05,-0.1127,0.4310
50,logRR,0.2469,0.4564,1000,0.54,0.5886,0.05,-0.6487,1.1425
50,RR,1.2801,0.5842,1000,2.19,0.0287,0.05,0.1337,2.4265
51,Zero-Inflation Proportion pi,0.2427,0.1651,1000,1.47,0.1419,0.05,-0.08132,0.5668
51,logRR,-0.2857,0.3823,1000,-0.75,0.4550,0.05,-1.0360,0.4645
51,RR,0.7515,0.2873,1000,2.62,0.0090,0.05,0.1877,1.3153
52,Zero-Inflation Proportion pi,0.3303,0.1482,1000,2.23,0.0261,0.05,0.03948,0.6211
52,logRR,0.2435,0.4346,1000,0.56,0.5755,0.05,-0.6094,1.0963
52,RR,1.2756,0.5544,1000,2.30,0.0216,0.05,0.1877,2.3636
53,Zero-Inflation Proportion pi,0.2654,0.2172,1000,1.22,0.2219,0.05,-0.1607,0.6915
53,logRR,0.4488,0.6328,1000,0.71,0.4784,0.05,-0.7930,1.6905
53,RR,1.5664,0.9912,1000,1.58,0.1143,0.05,-0.3786,3.5114
54,Zero-Inflation Proportion pi,0.07590,0.2105,1000,0.36,0.7185,0.05,-0.3373,0.4891
54,logRR,-0.3141,0.4427,1000,-0.71,0.4781,0.05,-1.1829,0.5546
54,RR,0.7304,0.3234,1000,2.26,0.0241,0.05,0.09587,1.3650
55,Zero-Inflation Proportion pi,0.2496,0.1639,1000,1.52,0.1282,0.05,-0.07212,0.5713
55,logRR,-0.2155,0.4571,1000,-0.47,0.6374,0.05,-1.1125,0.6815
55,RR,0.8061,0.3685,1000,2.19,0.0289,0.05,0.08304,1.5292
56,Zero-Inflation Proportion pi,0.4407,0.2123,1000,2.08,0.0382,0.05,0.02413,0.8573
56,logRR,-0.1581,0.5191,1000,-0.30,0.7607,0.05,-1.1768,0.8606
56,RR,0.8537,0.4432,1000,1.93,0.0544,0.05,-0.01599,1.7235
57,Zero-Inflation Proportion pi,0.3346,0.1813,1000,1.85,0.0652,0.05,-0.02115,0.6903
57,logRR,0.3809,0.6496,1000,0.59,0.5578,0.05,-0.8939,1.6557
57,RR,1.4636,0.9508,1000,1.54,0.1240,0.05,-0.4022,3.3295
58,Zero-Inflation Proportion pi,0.000041,0.006451,1000,0.01,0.9949,0.05,-0.01262,0.01270
58,logRR,-0.04168,0.4438,1000,-0.09,0.9252,0.05,-0.9125,0.8292
58,RR,0.9592,0.4257,1000,2.25,0.0245,0.05,0.1239,1.7945
59,Zero-Inflation Proportion pi,0.1154,0.1567,1000,0.74,0.4615,0.05,-0.1920,0.4228
59,logRR,-0.9139,0.5127,1000,-1.78,0.0750,0.05,-1.9200,0.09224
59,RR,0.4010,0.2056,1000,1.95,0.0514,0.05,-0.00246,0.8044
60,Zero-Inflation Proportion pi,0.1611,0.1408,1000,1.14,0.2528,0.05,-0.1152,0.4374
60,logRR,0.2156,0.3687,1000,0.58,0.5588,0.05,-0.5079,0.9391
60,RR,1.2406,0.4574,1000,2.71,0.0068,0.05,0.3430,2.1382
61,Zero-Inflation Proportion pi,0.5335,0.1887,1000,2.83,0.0048,0.05,0.1632,0.9039
61,logRR,0.2232,0.6620,1000,0.34,0.7361,0.05,-1.0758,1.5222
61,RR,1.2501,0.8275,1000,1.51,0.1312,0.05,-0.3738,2.8739
62,Zero-Inflation Proportion pi,0.3188,,1000,,,0.05,,
62,logRR,-0.2313,0.4591,1000,-0.50,0.6145,0.05,-1.1321,0.6695
62,RR,0.7935,0.3643,1000,2.18,0.0296,0.05,0.07869,1.5083
63,Zero-Inflation Proportion pi,0.2026,0.2783,1000,0.73,0.4668,0.05,-0.3436,0.7488
63,logRR,-0.9343,0.5925,1000,-1.58,0.1151,0.05,-2.0969,0.2284
63,RR,0.3929,0.2328,1000,1.69,0.0918,0.05,-0.06390,0.8496
64,Zero-Inflation Proportion pi,0.1248,0.1629,1000,0.77,0.4436,0.05,-0.1948,0.4445
64,logRR,-0.5600,0.4374,1000,-1.28,0.2008,0.05,-1.4183,0.2983
64,RR,0.5712,0.2498,1000,2.29,0.0224,0.05,0.08095,1.0615
65,Zero-Inflation Proportion pi,0.4836,0.1600,1000,3.02,0.0026,0.05,0.1697,0.7975
65,logRR,-0.1018,0.4266,1000,-0.24,0.8115,0.05,-0.9390,0.7354
65,RR,0.9032,0.3853,1000,2.34,0.0193,0.05,0.1470,1.6594
66,Zero-Inflation Proportion pi,0.5566,0.1842,1000,3.02,0.0026,0.05,0.1952,0.9181
66,logRR,0.9327,0.6982,1000,1.34,0.1819,0.05,-0.4375,2.3028
66,RR,2.5412,1.7743,1000,1.43,0.1524,0.05,-0.9406,6.0231
67,Zero-Inflation Proportion pi,0.2866,0.2031,1000,1.41,0.1584,0.05,-0.1118,0.6851
67,logRR,0.1541,0.5513,1000,0.28,0.7798,0.05,-0.9277,1.2360
67,RR,1.1667,0.6432,1000,1.81,0.0700,0.05,-0.09545,2.4288
68,Zero-Inflation Proportion pi,0.2267,0.1683,1000,1.35,0.1782,0.05,-0.1035,0.5570
68,logRR,0.4520,0.4781,1000,0.95,0.3447,0.05,-0.4863,1.3902
68,RR,1.5714,0.7513,1000,2.09,0.0367,0.05,0.09706,3.0458
69,Zero-Inflation Proportion pi,0.3708,0.1641,1000,2.26,0.0241,0.05,0.04878,0.6928
69,logRR,-0.5390,0.4689,1000,-1.15,0.2505,0.05,-1.4591,0.3810
69,RR,0.5833,0.2735,1000,2.13,0.0332,0.05,0.04662,1.1200
71,Zero-Inflation Proportion pi,0.3748,,1000,,,0.05,,
71,logRR,0.5592,,1000,,,0.05,,
71,RR,1.7493,,1000,,,0.05,,
72,Zero-Inflation Proportion pi,0.1835,0.1844,1000,1.00,0.3200,0.05,-0.1784,0.5453
72,logRR,-1.4553,0.5937,1000,-2.45,0.0144,0.05,-2.6203,-0.2903
72,RR,0.2333,0.1385,1000,1.68,0.0924,0.05,-0.03851,0.5052
73,Zero-Inflation Proportion pi,0.2760,0.2171,1000,1.27,0.2040,0.05,-0.1501,0.7020
73,logRR,-0.2946,0.5024,1000,-0.59,0.5578,0.05,-1.2804,0.6912
73,RR,0.7449,0.3742,1000,1.99,0.0468,0.05,0.01058,1.4791
74,Zero-Inflation Proportion pi,0.000119,,1000,,,0.05,,
74,logRR,-0.6338,0.3535,1000,-1.79,0.0733,0.05,-1.3275,0.05995
74,RR,0.5306,0.1876,1000,2.83,0.0048,0.05,0.1625,0.8987
75,Zero-Inflation Proportion pi,0.2325,0.2322,1000,1.00,0.3169,0.05,-0.2232,0.6882
75,logRR,-0.2418,0.3686,1000,-0.66,0.5120,0.05,-0.9650,0.4815
75,RR,0.7852,0.2894,1000,2.71,0.0068,0.05,0.2173,1.3532
76,Zero-Inflation Proportion pi,0.000013,0.001081,1000,0.01,0.9901,0.05,-0.00211,0.002135
76,logRR,0.08961,0.2752,1000,0.33,0.7448,0.05,-0.4504,0.6297
76,RR,1.0937,0.3010,1000,3.63,0.0003,0.05,0.5031,1.6844
77,Zero-Inflation Proportion pi,5.467E-6,,1000,,,0.05,,
77,logRR,-0.2882,,1000,,,0.05,,
77,RR,0.7496,,1000,,,0.05,,
78,Zero-Inflation Proportion pi,9.527E-6,,1000,,,0.05,,
78,logRR,-0.4096,0.5035,1000,-0.81,0.4162,0.05,-1.3977,0.5785
78,RR,0.6639,0.3343,1000,1.99,0.0473,0.05,0.007896,1.3199
79,Zero-Inflation Proportion pi,0.06714,0.1747,1000,0.38,0.7009,0.05,-0.2757,0.4100
79,logRR,0.2231,0.4699,1000,0.47,0.6350,0.05,-0.6989,1.1452
79,RR,1.2500,0.5873,1000,2.13,0.0336,0.05,0.09744,2.4026
80,Zero-Inflation Proportion pi,0.04740,,1000,,,0.05,,
80,logRR,-1.2197,,1000,,,0.05,,
80,RR,0.2953,,1000,,,0.05,,
81,Zero-Inflation Proportion pi,0.6258,0.1973,1000,3.17,0.0016,0.05,0.2387,1.0129
81,logRR,-0.6932,0.8598,1000,-0.81,0.4203,0.05,-2.3804,0.9941
81,RR,0.5000,0.4299,1000,1.16,0.2451,0.05,-0.3436,1.3436
82,Zero-Inflation Proportion pi,0.1874,0.2044,1000,0.92,0.3596,0.05,-0.2138,0.5886
82,logRR,0.04099,0.4851,1000,0.08,0.9327,0.05,-0.9110,0.9930
82,RR,1.0418,0.5054,1000,2.06,0.0395,0.05,0.05003,2.0336
83,Zero-Inflation Proportion pi,0.000024,0.008109,1000,0.00,0.9977,0.05,-0.01589,0.01594
83,logRR,0.7721,0.4641,1000,1.66,0.0965,0.05,-0.1386,1.6829
83,RR,2.1644,1.0046,1000,2.15,0.0314,0.05,0.1931,4.1357
84,Zero-Inflation Proportion pi,0.1667,0.1090,1000,1.53,0.1262,0.05,-0.04707,0.3806
84,logRR,-0.1200,0.3266,1000,-0.37,0.7134,0.05,-0.7609,0.5209
84,RR,0.8869,0.2897,1000,3.06,0.0023,0.05,0.3185,1.4554
85,Zero-Inflation Proportion pi,0.001069,,1000,,,0.05,,
85,logRR,-0.6062,,1000,,,0.05,,
85,RR,0.5454,,1000,,,0.05,,
86,Zero-Inflation Proportion pi,0.1900,0.1845,1000,1.03,0.3034,0.05,-0.1721,0.5520
86,logRR,-0.5108,0.5116,1000,-1.00,0.3183,0.05,-1.5147,0.4931
86,RR,0.6000,0.3070,1000,1.95,0.0509,0.05,-0.00235,1.2024
87,Zero-Inflation Proportion pi,0.2166,,1000,,,0.05,,
87,logRR,0.3733,4.09E-6,1000,91276.0,<.0001,0.05,0.3733,0.3733
87,RR,1.4525,5.941E-6,1000,244500,<.0001,0.05,1.4525,1.4526
88,Zero-Inflation Proportion pi,0.2497,0.1597,1000,1.56,0.1183,0.05,-0.06372,0.5631
88,logRR,-0.2007,0.4435,1000,-0.45,0.6510,0.05,-1.0710,0.6696
88,RR,0.8182,0.3629,1000,2.25,0.0244,0.05,0.1061,1.5302
89,Zero-Inflation Proportion pi,0.3166,0.1659,1000,1.91,0.0566,0.05,-0.00893,0.6421
89,logRR,-0.6981,0.4965,1000,-1.41,0.1600,0.05,-1.6724,0.2762
89,RR,0.4975,0.2470,1000,2.01,0.0443,0.05,0.01279,0.9823
90,Zero-Inflation Proportion pi,0.000090,,1000,,,0.05,,
90,logRR,-0.01311,0.4724,1000,-0.03,0.9779,0.05,-0.9401,0.9139
90,RR,0.9870,0.4662,1000,2.12,0.0345,0.05,0.07204,1.9019
91,Zero-Inflation Proportion pi,0.000014,,1000,,,0.05,,
91,logRR,0.2464,,1000,,,0.05,,
91,RR,1.2794,,1000,,,0.05,,
92,Zero-Inflation Proportion pi,0.3641,0.1666,1000,2.18,0.0291,0.05,0.03706,0.6911
92,logRR,-0.4520,0.4769,1000,-0.95,0.3435,0.05,-1.3879,0.4839
92,RR,0.6364,0.3035,1000,2.10,0.0363,0.05,0.04077,1.2320
93,Zero-Inflation Proportion pi,0.4927,0.1604,1000,3.07,0.0022,0.05,0.1779,0.8075
93,logRR,0.6931,0.4543,1000,1.53,0.1274,0.05,-0.1984,1.5846
93,RR,2.0000,0.9086,1000,2.20,0.0280,0.05,0.2170,3.7830
94,Zero-Inflation Proportion pi,0.4296,0.1485,1000,2.89,0.0039,0.05,0.1382,0.7209
94,logRR,-0.2599,0.4227,1000,-0.61,0.5388,0.05,-1.0894,0.5696
94,RR,0.7711,0.3260,1000,2.37,0.0182,0.05,0.1315,1.4108
95,Zero-Inflation Proportion pi,4.499E-6,0.000961,1000,0.00,0.9963,0.05,-0.00188,0.001890
95,logRR,-0.1181,0.4819,1000,-0.25,0.8064,0.05,-1.0637,0.8275
95,RR,0.8886,0.4282,1000,2.08,0.0382,0.05,0.04830,1.7289
96,Zero-Inflation Proportion pi,0.4815,0.1647,1000,2.92,0.0035,0.05,0.1584,0.8047
96,logRR,-0.1178,0.4779,1000,-0.25,0.8054,0.05,-1.0556,0.8200
96,RR,0.8889,0.4248,1000,2.09,0.0367,0.05,0.05525,1.7225
97,Zero-Inflation Proportion pi,0.1381,0.1496,1000,0.92,0.3560,0.05,-0.1554,0.4316
97,logRR,0.3149,0.4184,1000,0.75,0.4518,0.05,-0.5061,1.1358
97,RR,1.3701,0.5732,1000,2.39,0.0170,0.05,0.2453,2.4949
98,Zero-Inflation Proportion pi,0.4423,0.1761,1000,2.51,0.0122,0.05,0.09670,0.7880
98,logRR,-0.2877,0.7529,1000,-0.38,0.7025,0.05,-1.7652,1.1898
98,RR,0.7500,0.5647,1000,1.33,0.1844,0.05,-0.3581,1.8582
99,Zero-Inflation Proportion pi,0.3924,0.1570,1000,2.50,0.0126,0.05,0.08422,0.7005
99,logRR,0.4698,0.3949,1000,1.19,0.2345,0.05,-0.3051,1.2446
99,RR,1.5996,0.6316,1000,2.53,0.0115,0.05,0.3602,2.8390
100,Zero-Inflation Proportion pi,0.02607,0.1286,1000,0.20,0.8394,0.05,-0.2263,0.2784
100,logRR,-1.1486,0.4967,1000,-2.31,0.0210,0.05,-2.1233,-0.1739
100,RR,0.3171,0.1575,1000,2.01,0.0444,0.05,0.008017,0.6261
101,Zero-Inflation Proportion pi,0.2521,0.2231,1000,1.13,0.2587,0.05,-0.1856,0.6899
101,logRR,-1.0986,0.6627,1000,-1.66,0.0977,0.05,-2.3990,0.2018
101,RR,0.3333,0.2209,1000,1.51,0.1316,0.05,-0.1001,0.7668
102,Zero-Inflation Proportion pi,1.007E-6,,1000,,,0.05,,
102,logRR,0.5284,0.3796,1000,1.39,0.1643,0.05,-0.2166,1.2734
102,RR,1.6962,0.6440,1000,2.63,0.0086,0.05,0.4325,2.9599
103,Zero-Inflation Proportion pi,0.2511,0.2236,1000,1.12,0.2617,0.05,-0.1877,0.6899
103,logRR,-3.02E-7,0.5727,1000,-0.00,1.0000,0.05,-1.1238,1.1238
103,RR,1.0000,0.5727,1000,1.75,0.0811,0.05,-0.1238,2.1238
104,Zero-Inflation Proportion pi,2.534E-9,5.823E-6,1000,0.00,0.9997,0.05,-0.00001,0.000011
104,logRR,0.1823,0.6022,1000,0.30,0.7621,0.05,-0.9994,1.3641
104,RR,1.2000,0.7227,1000,1.66,0.0971,0.05,-0.2181,2.6181
105,Zero-Inflation Proportion pi,0.2087,,1000,,,0.05,,
105,logRR,-0.2277,0.3698,1000,-0.62,0.5381,0.05,-0.9534,0.4979
105,RR,0.7963,0.2945,1000,2.70,0.0070,0.05,0.2185,1.3742
106,Zero-Inflation Proportion pi,0.000088,0.008135,1000,0.01,0.9914,0.05,-0.01588,0.01605
106,logRR,-0.6145,0.5799,1000,-1.06,0.2895,0.05,-1.7524,0.5234
106,RR,0.5409,0.3137,1000,1.72,0.0849,0.05,-0.07459,1.1564
107,Zero-Inflation Proportion pi,0.3302,0.2037,1000,1.62,0.1053,0.05,-0.06953,0.7299
107,logRR,-0.2517,0.4952,1000,-0.51,0.6113,0.05,-1.2235,0.7201
107,RR,0.7775,0.3850,1000,2.02,0.0437,0.05,0.02193,1.5330
108,Zero-Inflation Proportion pi,0.4304,,1000,,,0.05,,
108,logRR,0.4396,7.434E-6,1000,59132.8,<.0001,0.05,0.4395,0.4396
108,RR,1.5520,0.000012,1000,134526,<.0001,0.05,1.5520,1.5521
109,Zero-Inflation Proportion pi,0.1528,0.5656,1000,0.27,0.7871,0.05,-0.9570,1.2626
109,logRR,0.05748,0.7491,1000,0.08,0.9388,0.05,-1.4125,1.5275
109,RR,1.0592,0.7934,1000,1.33,0.1822,0.05,-0.4978,2.6161
110,Zero-Inflation Proportion pi,0.4016,,1000,,,0.05,,
110,logRR,-1.1448,,1000,,,0.05,,
110,RR,0.3183,,1000,,,0.05,,
111,Zero-Inflation Proportion pi,0.3909,,1000,,,0.05,,
111,logRR,-0.8180,,1000,,,0.05,,
111,RR,0.4413,,1000,,,0.05,,
112,Zero-Inflation Proportion pi,0.1269,0.3063,1000,0.41,0.6788,0.05,-0.4743,0.7281
112,logRR,0.4283,0.5369,1000,0.80,0.4252,0.05,-0.6253,1.4819
112,RR,1.5347,0.8240,1000,1.86,0.0628,0.05,-0.08223,3.1515
113,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
113,logRR,-0.06922,0.3520,1000,-0.20,0.8442,0.05,-0.7600,0.6216
113,RR,0.9331,0.3285,1000,2.84,0.0046,0.05,0.2885,1.5777
114,Zero-Inflation Proportion pi,0.6120,,1000,,,0.05,,
114,logRR,2.9532,,1000,,,0.05,,
114,RR,19.1680,,1000,,,0.05,,
