metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
9670,Zero-Inflation Proportion pi,0.3153,0.1081,1000,2.92,0.0036,0.05,0.1033,0.5274
9670,logRR,-0.1804,0.05534,1000,-3.26,0.0012,0.05,-0.2890,-0.07183
9670,RR,0.8349,0.04620,1000,18.07,<.0001,0.05,0.7443,0.9256
9672,Zero-Inflation Proportion pi,0.3344,,1000,,,0.05,,
9672,logRR,-0.1659,,1000,,,0.05,,
9672,RR,0.8471,,1000,,,0.05,,
10112,Zero-Inflation Proportion pi,0.000172,,1000,,,0.05,,
10112,logRR,0.2110,,1000,,,0.05,,
10112,RR,1.2349,,1000,,,0.05,,
10116,Zero-Inflation Proportion pi,0.000100,0.003028,1000,0.03,0.9737,0.05,-0.00584,0.006042
10116,logRR,0.2728,0.3489,1000,0.78,0.4345,0.05,-0.4119,0.9574
10116,RR,1.3136,0.4583,1000,2.87,0.0042,0.05,0.4142,2.2129
10118,Zero-Inflation Proportion pi,0.1672,,1000,,,0.05,,
10118,logRR,0.1855,,1000,,,0.05,,
10118,RR,1.2038,,1000,,,0.05,,
10128,Zero-Inflation Proportion pi,0.2198,,1000,,,0.05,,
10128,logRR,0.1421,,1000,,,0.05,,
10128,RR,1.1527,,1000,,,0.05,,
10134,Zero-Inflation Proportion pi,0.2410,0.1233,1000,1.95,0.0510,0.05,-0.00102,0.4829
10134,logRR,0.09334,0.1760,1000,0.53,0.5960,0.05,-0.2521,0.4387
10134,RR,1.0978,0.1932,1000,5.68,<.0001,0.05,0.7186,1.4770
10146,Zero-Inflation Proportion pi,0.1779,0.1633,1000,1.09,0.2762,0.05,-0.1425,0.4984
10146,logRR,-0.4272,0.3751,1000,-1.14,0.2551,0.05,-1.1633,0.3089
10146,RR,0.6523,0.2447,1000,2.67,0.0078,0.05,0.1721,1.1326
10148,Zero-Inflation Proportion pi,0.1675,0.1263,1000,1.33,0.1849,0.05,-0.08028,0.4153
10148,logRR,0.1745,0.2398,1000,0.73,0.4669,0.05,-0.2961,0.6451
10148,RR,1.1907,0.2855,1000,4.17,<.0001,0.05,0.6304,1.7510
10174,Zero-Inflation Proportion pi,0.2243,,1000,,,0.05,,
10174,logRR,0.1971,,1000,,,0.05,,
10174,RR,1.2179,,1000,,,0.05,,
10180,Zero-Inflation Proportion pi,0.2005,,1000,,,0.05,,
10180,logRR,-0.00825,,1000,,,0.05,,
10180,RR,0.9918,,1000,,,0.05,,
10182,Zero-Inflation Proportion pi,0.2256,0.1217,1000,1.85,0.0640,0.05,-0.01315,0.4643
10182,logRR,0.1714,0.1499,1000,1.14,0.2531,0.05,-0.1227,0.4656
10182,RR,1.1870,0.1779,1000,6.67,<.0001,0.05,0.8378,1.5361
10184,Zero-Inflation Proportion pi,0.2234,0.1252,1000,1.78,0.0746,0.05,-0.02225,0.4691
10184,logRR,0.2015,0.1879,1000,1.07,0.2837,0.05,-0.1671,0.5701
10184,RR,1.2232,0.2298,1000,5.32,<.0001,0.05,0.7723,1.6742
10270,Zero-Inflation Proportion pi,0.1576,0.08480,1000,1.86,0.0633,0.05,-0.00877,0.3241
10270,logRR,0.01237,0.05222,1000,0.24,0.8128,0.05,-0.09010,0.1148
10270,RR,1.0124,0.05287,1000,19.15,<.0001,0.05,0.9087,1.1162
10500,Zero-Inflation Proportion pi,0.000011,,1000,,,0.05,,
10500,logRR,-0.1609,,1000,,,0.05,,
10500,RR,0.8514,,1000,,,0.05,,
10508,Zero-Inflation Proportion pi,0.001237,0.01276,1000,0.10,0.9228,0.05,-0.02381,0.02629
10508,logRR,0.1439,0.1425,1000,1.01,0.3131,0.05,-0.1358,0.4235
10508,RR,1.1547,0.1646,1000,7.02,<.0001,0.05,0.8318,1.4777
10534,Zero-Inflation Proportion pi,0.1448,,1000,,,0.05,,
10534,logRR,-0.1874,,1000,,,0.05,,
10534,RR,0.8291,,1000,,,0.05,,
10606,Zero-Inflation Proportion pi,0.1137,0.1029,1000,1.11,0.2693,0.05,-0.08815,0.3155
10606,logRR,0.02135,0.3873,1000,0.06,0.9561,0.05,-0.7386,0.7813
10606,RR,1.0216,0.3956,1000,2.58,0.0100,0.05,0.2452,1.7980
10607,Zero-Inflation Proportion pi,0.1512,0.1008,1000,1.50,0.1339,0.05,-0.04656,0.3489
10607,logRR,-0.2343,0.2111,1000,-1.11,0.2672,0.05,-0.6486,0.1799
10607,RR,0.7911,0.1670,1000,4.74,<.0001,0.05,0.4634,1.1188
10618,Zero-Inflation Proportion pi,0.1499,0.1310,1000,1.14,0.2528,0.05,-0.1072,0.4070
10618,logRR,0.2188,0.5341,1000,0.41,0.6821,0.05,-0.8293,1.2669
10618,RR,1.2446,0.6647,1000,1.87,0.0615,0.05,-0.05985,2.5490
10619,Zero-Inflation Proportion pi,0.1995,0.1266,1000,1.58,0.1153,0.05,-0.04887,0.4479
10619,logRR,-0.05245,0.2334,1000,-0.22,0.8222,0.05,-0.5104,0.4055
10619,RR,0.9489,0.2215,1000,4.28,<.0001,0.05,0.5143,1.3835
10702,Zero-Inflation Proportion pi,0.000028,,1000,,,0.05,,
10702,logRR,0.2320,0.3064,1000,0.76,0.4491,0.05,-0.3692,0.8332
10702,RR,1.2611,0.3864,1000,3.26,0.0011,0.05,0.5029,2.0193
11367,Zero-Inflation Proportion pi,1.026E-6,,1000,,,0.05,,
11367,logRR,-0.3198,0.4759,1000,-0.67,0.5018,0.05,-1.2537,0.6141
11367,RR,0.7263,0.3457,1000,2.10,0.0359,0.05,0.04800,1.4046
11375,Zero-Inflation Proportion pi,1E-6,,1000,,,0.05,,
11375,logRR,-0.5901,0.7048,1000,-0.84,0.4027,0.05,-1.9732,0.7931
11375,RR,0.5543,0.3907,1000,1.42,0.1563,0.05,-0.2124,1.3210
11563,Zero-Inflation Proportion pi,0.1293,0.1213,1000,1.07,0.2865,0.05,-0.1087,0.3673
11563,logRR,-0.07178,0.1533,1000,-0.47,0.6398,0.05,-0.3727,0.2291
11563,RR,0.9307,0.1427,1000,6.52,<.0001,0.05,0.6507,1.2108
11564,Zero-Inflation Proportion pi,0.1318,0.1162,1000,1.13,0.2569,0.05,-0.09620,0.3598
11564,logRR,-0.1272,0.1938,1000,-0.66,0.5118,0.05,-0.5076,0.2532
11564,RR,0.8805,0.1707,1000,5.16,<.0001,0.05,0.5456,1.2155
11635,Zero-Inflation Proportion pi,0.1266,0.1004,1000,1.26,0.2076,0.05,-0.07043,0.3237
11635,logRR,0.4207,0.2416,1000,1.74,0.0820,0.05,-0.05346,0.8949
11635,RR,1.5230,0.3680,1000,4.14,<.0001,0.05,0.8009,2.2452
11661,Zero-Inflation Proportion pi,0.000091,,1000,,,0.05,,
11661,logRR,0.4733,,1000,,,0.05,,
11661,RR,1.6053,,1000,,,0.05,,
11663,Zero-Inflation Proportion pi,0.07825,0.04932,1000,1.59,0.1129,0.05,-0.01853,0.1750
11663,logRR,0.4517,0.2065,1000,2.19,0.0289,0.05,0.04650,0.8569
11663,RR,1.5710,0.3244,1000,4.84,<.0001,0.05,0.9344,2.2076
11950,Zero-Inflation Proportion pi,1.348E-6,0.001119,1000,0.00,0.9990,0.05,-0.00219,0.002197
11950,logRR,0.2381,0.4748,1000,0.50,0.6161,0.05,-0.6935,1.1697
