metaanalysisid,Label,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper
57,logRR,0.4310,0.6034,1000,0.71,0.4752,0.05,-0.7531,1.6151
57,RR,1.5388,0.9285,1000,1.66,0.0978,0.05,-0.2833,3.3609
58,logRR,-0.04168,0.4438,1000,-0.09,0.9252,0.05,-0.9125,0.8292
58,RR,0.9592,0.4257,1000,2.25,0.0244,0.05,0.1239,1.7945
59,logRR,-0.9387,0.5052,1000,-1.86,0.0634,0.05,-1.9300,0.05265
59,RR,0.3911,0.1976,1000,1.98,0.0480,0.05,0.003394,0.7789
60,logRR,0.2175,0.3591,1000,0.61,0.5449,0.05,-0.4871,0.9221
60,RR,1.2429,0.4463,1000,2.78,0.0055,0.05,0.3671,2.1187
61,logRR,0.09976,0.6630,1000,0.15,0.8804,0.05,-1.2012,1.4007
61,RR,1.1049,0.7325,1000,1.51,0.1318,0.05,-0.3325,2.5423
63,logRR,-0.9444,0.5676,1000,-1.66,0.0965,0.05,-2.0583,0.1695
63,RR,0.3889,0.2208,1000,1.76,0.0784,0.05,-0.04429,0.8221
64,logRR,-0.5580,0.4499,1000,-1.24,0.2152,0.05,-1.4409,0.3249
64,RR,0.5724,0.2575,1000,2.22,0.0265,0.05,0.06703,1.0777
65,logRR,-0.1286,0.3893,1000,-0.33,0.7411,0.05,-0.8925,0.6352
65,RR,0.8793,0.3423,1000,2.57,0.0103,0.05,0.2076,1.5510
66,logRR,0.6368,0.7062,1000,0.90,0.3674,0.05,-0.7489,2.0225
66,RR,1.8904,1.3350,1000,1.42,0.1571,0.05,-0.7292,4.5101
67,logRR,0.1734,0.5531,1000,0.31,0.7540,0.05,-0.9120,1.2588
67,RR,1.1893,0.6578,1000,1.81,0.0709,0.05,-0.1016,2.4802
68,logRR,0.4606,0.4811,1000,0.96,0.3385,0.05,-0.4834,1.4047
68,RR,1.5851,0.7625,1000,2.08,0.0379,0.05,0.08872,3.0814
69,logRR,-0.5202,0.4583,1000,-1.13,0.2567,0.05,-1.4196,0.3792
69,RR,0.5944,0.2724,1000,2.18,0.0294,0.05,0.05981,1.1290
70,logRR,-0.1446,0.2706,1000,-0.53,0.5933,0.05,-0.6755,0.3864
70,RR,0.8654,0.2342,1000,3.70,0.0002,0.05,0.4059,1.3249
71,logRR,0.6292,0.4666,1000,1.35,0.1778,0.05,-0.2864,1.5448
71,RR,1.8761,0.8753,1000,2.14,0.0323,0.05,0.1584,3.5938
72,logRR,-1.3841,0.6036,1000,-2.29,0.0221,0.05,-2.5685,-0.1996
72,RR,0.2506,0.1512,1000,1.66,0.0979,0.05,-0.04622,0.5473
73,logRR,-0.3532,,1000,,,0.05,,
73,RR,0.7024,,1000,,,0.05,,
74,logRR,-0.4571,0.4236,1000,-1.08,0.2807,0.05,-1.2883,0.3740
74,RR,0.6331,0.2682,1000,2.36,0.0184,0.05,0.1069,1.1593
75,logRR,-0.2376,,1000,,,0.05,,
75,RR,0.7885,,1000,,,0.05,,
76,logRR,0.08889,,1000,,,0.05,,
76,RR,1.0930,,1000,,,0.05,,
77,logRR,-0.2945,,1000,,,0.05,,
77,RR,0.7449,,1000,,,0.05,,
79,logRR,0.2232,0.4701,1000,0.47,0.6351,0.05,-0.6993,1.1457
79,RR,1.2500,0.5876,1000,2.13,0.0336,0.05,0.09689,2.4032
80,logRR,-1.2015,0.4648,1000,-2.58,0.0099,0.05,-2.1136,-0.2894
80,RR,0.3007,0.1398,1000,2.15,0.0317,0.05,0.02643,0.5750
81,logRR,-0.4939,,1000,,,0.05,,
81,RR,0.6103,,1000,,,0.05,,
82,logRR,-0.00716,0.4806,1000,-0.01,0.9881,0.05,-0.9502,0.9359
82,RR,0.9929,0.4771,1000,2.08,0.0377,0.05,0.05656,1.9292
83,logRR,0.7721,0.4641,1000,1.66,0.0965,0.05,-0.1387,1.6829
83,RR,2.1644,1.0046,1000,2.15,0.0314,0.05,0.1931,4.1357
84,logRR,-0.1193,0.3157,1000,-0.38,0.7057,0.05,-0.7388,0.5003
84,RR,0.8876,0.2802,1000,3.17,0.0016,0.05,0.3377,1.4375
85,logRR,-0.5677,0.4015,1000,-1.41,0.1577,0.05,-1.3556,0.2203
85,RR,0.5668,0.2276,1000,2.49,0.0129,0.05,0.1202,1.0135
86,logRR,-0.4523,0.4186,1000,-1.08,0.2802,0.05,-1.2738,0.3691
86,RR,0.6361,0.2663,1000,2.39,0.0171,0.05,0.1136,1.1587
87,logRR,0.4989,0.4483,1000,1.11,0.2660,0.05,-0.3809,1.3787
87,RR,1.6470,0.7384,1000,2.23,0.0259,0.05,0.1979,3.0960
88,logRR,-0.1845,0.4331,1000,-0.43,0.6702,0.05,-1.0343,0.6653
88,RR,0.8316,0.3601,1000,2.31,0.0211,0.05,0.1249,1.5382
89,logRR,-0.6914,,1000,,,0.05,,
89,RR,0.5009,,1000,,,0.05,,
90,logRR,-0.01304,0.4698,1000,-0.03,0.9779,0.05,-0.9350,0.9089
90,RR,0.9870,0.4638,1000,2.13,0.0335,0.05,0.07700,1.8971
91,logRR,0.2472,0.4641,1000,0.53,0.5944,0.05,-0.6635,1.1579
91,RR,1.2804,0.5942,1000,2.15,0.0314,0.05,0.1143,2.4465
92,logRR,-0.4018,0.3987,1000,-1.01,0.3138,0.05,-1.1841,0.3806
92,RR,0.6691,0.2668,1000,2.51,0.0123,0.05,0.1456,1.1926
93,logRR,0.4647,,1000,,,0.05,,
93,RR,1.5916,,1000,,,0.05,,
94,logRR,-0.1690,0.4282,1000,-0.39,0.6931,0.05,-1.0093,0.6712
94,RR,0.8445,0.3616,1000,2.34,0.0197,0.05,0.1349,1.5540
95,logRR,-0.1178,0.4818,1000,-0.24,0.8069,0.05,-1.0632,0.8276
95,RR,0.8889,0.4283,1000,2.08,0.0382,0.05,0.04853,1.7293
96,logRR,-0.1449,0.4571,1000,-0.32,0.7514,0.05,-1.0418,0.7521
96,RR,0.8651,0.3954,1000,2.19,0.0289,0.05,0.08914,1.6412
97,logRR,0.2776,0.4204,1000,0.66,0.5091,0.05,-0.5473,1.1025
97,RR,1.3200,0.5549,1000,2.38,0.0176,0.05,0.2311,2.4089
98,logRR,-0.2395,0.7406,1000,-0.32,0.7465,0.05,-1.6928,1.2137
98,RR,0.7870,0.5828,1000,1.35,0.1772,0.05,-0.3567,1.9307
99,logRR,0.3610,0.4029,1000,0.90,0.3705,0.05,-0.4297,1.1518
99,RR,1.4348,0.5782,1000,2.48,0.0132,0.05,0.3003,2.5694
100,logRR,-1.1552,0.4976,1000,-2.32,0.0205,0.05,-2.1318,-0.1787
100,RR,0.3150,0.1568,1000,2.01,0.0448,0.05,0.007387,0.6226
101,logRR,-1.0190,0.7123,1000,-1.43,0.1529,0.05,-2.4167,0.3787
101,RR,0.3610,0.2571,1000,1.40,0.1606,0.05,-0.1436,0.8655
102,logRR,0.5284,0.3797,1000,1.39,0.1643,0.05,-0.2167,1.2735
102,RR,1.6962,0.6440,1000,2.63,0.0086,0.05,0.4324,2.9600
103,logRR,-0.03761,0.5557,1000,-0.07,0.9461,0.05,-1.1280,1.0528
103,RR,0.9631,0.5352,1000,1.80,0.0722,0.05,-0.08707,2.0132
104,logRR,0.1808,0.6024,1000,0.30,0.7641,0.05,-1.0012,1.3629
104,RR,1.1982,0.7218,1000,1.66,0.0972,0.05,-0.2181,2.6145
105,logRR,-0.2336,0.3173,1000,-0.74,0.4617,0.05,-0.8563,0.3891
105,RR,0.7916,0.2512,1000,3.15,0.0017,0.05,0.2987,1.2846
106,logRR,-0.6144,0.5800,1000,-1.06,0.2897,0.05,-1.7527,0.5238
106,RR,0.5409,0.3138,1000,1.72,0.0850,0.05,-0.07477,1.1567
107,logRR,-0.2448,,1000,,,0.05,,
107,RR,0.7829,,1000,,,0.05,,
108,logRR,-0.1093,0.3899,1000,-0.28,0.7792,0.05,-0.8744,0.6557
108,RR,0.8964,0.3495,1000,2.57,0.0105,0.05,0.2106,1.5822
109,logRR,0.09602,0.7374,1000,0.13,0.8964,0.05,-1.3510,1.5431
109,RR,1.1008,0.8117,1000,1.36,0.1754,0.05,-0.4921,2.6937
110,logRR,-0.5269,0.3803,1000,-1.39,0.1662,0.05,-1.2731,0.2194
110,RR,0.5904,0.2245,1000,2.63,0.0087,0.05,0.1498,1.0311
111,logRR,-0.5646,0.4850,1000,-1.16,0.2446,0.05,-1.5164,0.3871
111,RR,0.5686,0.2758,1000,2.06,0.0395,0.05,0.02744,1.1097
112,logRR,0.4515,0.5316,1000,0.85,0.3959,0.05,-0.5917,1.4946
112,RR,1.5706,0.8349,1000,1.88,0.0602,0.05,-0.06778,3.2090
113,logRR,-0.06918,0.3520,1000,-0.20,0.8442,0.05,-0.7600,0.6216
113,RR,0.9332,0.3285,1000,2.84,0.0046,0.05,0.2885,1.5778
114,logRR,0.6393,0.6661,1000,0.96,0.3374,0.05,-0.6677,1.9463
114,RR,1.8952,1.2623,1000,1.50,0.1336,0.05,-0.5819,4.3723
115,logRR,0.09244,,1000,,,0.05,,
115,RR,1.0969,,1000,,,0.05,,
116,logRR,-0.2683,,1000,,,0.05,,
116,RR,0.7647,,1000,,,0.05,,
117,logRR,0.4055,0.4033,1000,1.01,0.3150,0.05,-0.3860,1.1969
117,RR,1.5000,0.6050,1000,2.48,0.0133,0.05,0.3129,2.6871
118,logRR,-0.4807,0.5684,1000,-0.85,0.3979,0.05,-1.5962,0.6347
118,RR,0.6183,0.3515,1000,1.76,0.0788,0.05,-0.07137,1.3080
119,logRR,0.6981,0.3965,1000,1.76,0.0786,0.05,-0.07993,1.4762
119,RR,2.0100,0.7970,1000,2.52,0.0118,0.05,0.4461,3.5740
120,logRR,0.5288,0.6894,1000,0.77,0.4432,0.05,-0.8240,1.8817
120,RR,1.6970,1.1699,1000,1.45,0.1472,0.05,-0.5988,3.9928
121,logRR,-1.1887,0.6434,1000,-1.85,0.0650,0.05,-2.4513,0.07383
121,RR,0.3046,0.1960,1000,1.55,0.1204,0.05,-0.07998,0.6892
122,logRR,-0.2787,0.3811,1000,-0.73,0.4648,0.05,-1.0266,0.4692
122,RR,0.7568,0.2884,1000,2.62,0.0088,0.05,0.1908,1.3228
123,logRR,-0.1053,0.4381,1000,-0.24,0.8101,0.05,-0.9650,0.7544
123,RR,0.9001,0.3943,1000,2.28,0.0227,0.05,0.1263,1.6739
124,logRR,-1.4384,0.5869,1000,-2.45,0.0144,0.05,-2.5900,-0.2868
124,RR,0.2373,0.1393,1000,1.70,0.0887,0.05,-0.03598,0.5106
125,logRR,0.1476,0.5168,1000,0.29,0.7752,0.05,-0.8665,1.1617
125,RR,1.1590,0.5990,1000,1.94,0.0533,0.05,-0.01637,2.3345
126,logRR,0.5063,0.8193,1000,0.62,0.5367,0.05,-1.1015,2.1141
126,RR,1.6592,1.3594,1000,1.22,0.2226,0.05,-1.0085,4.3269
127,logRR,0.4921,0.7002,1000,0.70,0.4824,0.05,-0.8820,1.8662
127,RR,1.6357,1.1454,1000,1.43,0.1536,0.05,-0.6120,3.8834
128,logRR,-0.5125,0.3099,1000,-1.65,0.0985,0.05,-1.1205,0.09559
128,RR,0.5990,0.1856,1000,3.23,0.0013,0.05,0.2348,0.9633
129,logRR,0.09167,,1000,,,0.05,,
129,RR,1.0960,,1000,,,0.05,,
130,logRR,-0.1598,,1000,,,0.05,,
130,RR,0.8523,,1000,,,0.05,,
131,logRR,0.3655,0.4779,1000,0.76,0.4446,0.05,-0.5723,1.3032
131,RR,1.4412,0.6887,1000,2.09,0.0366,0.05,0.08968,2.7927
132,logRR,-0.1824,0.5813,1000,-0.31,0.7537,0.05,-1.3231,0.9583
132,RR,0.8333,0.4844,1000,1.72,0.0857,0.05,-0.1172,1.7838
133,logRR,0.1021,0.3759,1000,0.27,0.7860,0.05,-0.6356,0.8398
133,RR,1.1075,0.4163,1000,2.66,0.0079,0.05,0.2905,1.9245
134,logRR,0.3373,,1000,,,0.05,,
134,RR,1.4012,,1000,,,0.05,,
135,logRR,0.1853,0.3960,1000,0.47,0.6400,0.05,-0.5919,0.9624
135,RR,1.2035,0.4766,1000,2.53,0.0117,0.05,0.2682,2.1389
136,logRR,0.2008,0.5039,1000,0.40,0.6904,0.05,-0.7880,1.1895
136,RR,1.2223,0.6159,1000,1.98,0.0475,0.05,0.01373,2.4309
137,logRR,-0.2201,0.3932,1000,-0.56,0.5758,0.05,-0.9917,0.5515
137,RR,0.8024,0.3155,1000,2.54,0.0111,0.05,0.1833,1.4216
138,logRR,-0.02164,0.5025,1000,-0.04,0.9657,0.05,-1.0078,0.9645
138,RR,0.9786,0.4918,1000,1.99,0.0469,0.05,0.01354,1.9437
139,logRR,0.1425,0.3544,1000,0.40,0.6878,0.05,-0.5529,0.8379
139,RR,1.1531,0.4086,1000,2.82,0.0049,0.05,0.3512,1.9550
140,logRR,-0.5485,0.6250,1000,-0.88,0.3804,0.05,-1.7750,0.6779
140,RR,0.5778,0.3611,1000,1.60,0.1099,0.05,-0.1308,1.2865
141,logRR,0.8410,0.5612,1000,1.50,0.1343,0.05,-0.2602,1.9422
141,RR,2.3187,1.3012,1000,1.78,0.0751,0.05,-0.2347,4.8722
142,logRR,-0.3683,0.5623,1000,-0.66,0.5126,0.05,-1.4717,0.7350
142,RR,0.6919,0.3890,1000,1.78,0.0756,0.05,-0.07151,1.4553
143,logRR,-0.2842,0.2919,1000,-0.97,0.3304,0.05,-0.8570,0.2886
143,RR,0.7526,0.2197,1000,3.43,0.0006,0.05,0.3215,1.1837
144,logRR,-0.3268,0.2893,1000,-1.13,0.2589,0.05,-0.8945,0.2409
144,RR,0.7212,0.2086,1000,3.46,0.0006,0.05,0.3118,1.1306
145,logRR,-0.4803,0.4251,1000,-1.13,0.2588,0.05,-1.3146,0.3539
145,RR,0.6186,0.2630,1000,2.35,0.0189,0.05,0.1025,1.1346
146,logRR,0.2159,0.8439,1000,0.26,0.7981,0.05,-1.4400,1.8719
146,RR,1.2410,1.0473,1000,1.19,0.2363,0.05,-0.8141,3.2961
147,logRR,-0.2558,,1000,,,0.05,,
147,RR,0.7743,,1000,,,0.05,,
148,logRR,0.05298,0.4109,1000,0.13,0.8974,0.05,-0.7533,0.8592
148,RR,1.0544,0.4332,1000,2.43,0.0151,0.05,0.2043,1.9045
149,logRR,0.6370,0.6493,1000,0.98,0.3268,0.05,-0.6372,1.9113
149,RR,1.8908,1.2278,1000,1.54,0.1239,0.05,-0.5185,4.3002
150,logRR,0.01619,0.4852,1000,0.03,0.9734,0.05,-0.9359,0.9682
150,RR,1.0163,0.4931,1000,2.06,0.0395,0.05,0.04873,1.9839
151,logRR,-0.2141,0.4982,1000,-0.43,0.6675,0.05,-1.1917,0.7635
151,RR,0.8073,0.4022,1000,2.01,0.0450,0.05,0.01810,1.5964
152,logRR,-0.03504,0.5936,1000,-0.06,0.9529,0.05,-1.1999,1.1298
152,RR,0.9656,0.5732,1000,1.68,0.0924,0.05,-0.1592,2.0903
153,logRR,-0.2923,0.8810,1000,-0.33,0.7401,0.05,-2.0211,1.4365
153,RR,0.7465,0.6577,1000,1.14,0.2566,0.05,-0.5441,2.0371
154,logRR,0.3619,0.4526,1000,0.80,0.4241,0.05,-0.5262,1.2500
154,RR,1.4360,0.6499,1000,2.21,0.0274,0.05,0.1606,2.7115
155,logRR,-0.1663,0.3998,1000,-0.42,0.6775,0.05,-0.9509,0.6183
155,RR,0.8468,0.3386,1000,2.50,0.0125,0.05,0.1824,1.5111
156,logRR,0.2501,0.4582,1000,0.55,0.5852,0.05,-0.6490,1.1493
156,RR,1.2842,0.5884,1000,2.18,0.0293,0.05,0.1295,2.4389
157,logRR,-0.6236,,1000,,,0.05,,
157,RR,0.5360,,1000,,,0.05,,
158,logRR,-0.1308,0.4843,1000,-0.27,0.7871,0.05,-1.0812,0.8195
158,RR,0.8774,0.4249,1000,2.06,0.0392,0.05,0.04355,1.7112
159,logRR,0.6287,0.4881,1000,1.29,0.1980,0.05,-0.3291,1.5865
159,RR,1.8752,0.9152,1000,2.05,0.0407,0.05,0.07918,3.6712
160,logRR,0.5042,0.8750,1000,0.58,0.5646,0.05,-1.2129,2.2213
160,RR,1.6556,1.4487,1000,1.14,0.2534,0.05,-1.1873,4.4986
161,logRR,0.1513,0.2987,1000,0.51,0.6127,0.05,-0.4349,0.7374
161,RR,1.1633,0.3475,1000,3.35,0.0008,0.05,0.4814,1.8452
162,logRR,0.8942,0.5240,1000,1.71,0.0882,0.05,-0.1341,1.9226
162,RR,2.4454,1.2815,1000,1.91,0.0566,0.05,-0.06935,4.9602
163,logRR,0.6182,0.5814,1000,1.06,0.2879,0.05,-0.5227,1.7591
163,RR,1.8556,1.0789,1000,1.72,0.0857,0.05,-0.2614,3.9727
164,logRR,0.07538,,1000,,,0.05,,
164,RR,1.0783,,1000,,,0.05,,
165,logRR,-0.6812,0.6846,1000,-1.00,0.3199,0.05,-2.0245,0.6621
165,RR,0.5060,0.3464,1000,1.46,0.1444,0.05,-0.1737,1.1858
166,logRR,0.4709,,1000,,,0.05,,
166,RR,1.6014,,1000,,,0.05,,
167,logRR,-0.5122,0.3756,1000,-1.36,0.1730,0.05,-1.2493,0.2249
167,RR,0.5992,0.2251,1000,2.66,0.0079,0.05,0.1575,1.0409
168,logRR,0.2812,0.3930,1000,0.72,0.4744,0.05,-0.4899,1.0524
168,RR,1.3248,0.5206,1000,2.54,0.0111,0.05,0.3032,2.3463
169,logRR,0.5529,0.4208,1000,1.31,0.1892,0.05,-0.2730,1.3787
169,RR,1.7383,0.7316,1000,2.38,0.0177,0.05,0.3027,3.1738
170,logRR,0.1445,0.3756,1000,0.38,0.7005,0.05,-0.5925,0.8815
170,RR,1.1555,0.4340,1000,2.66,0.0079,0.05,0.3039,2.0071
171,logRR,0.4700,0.5666,1000,0.83,0.4070,0.05,-0.6418,1.5818
171,RR,1.6000,0.9065,1000,1.77,0.0779,0.05,-0.1789,3.3789
172,logRR,0.04439,0.5405,1000,0.08,0.9346,0.05,-1.0163,1.1051
172,RR,1.0454,0.5651,1000,1.85,0.0646,0.05,-0.06348,2.1543
173,logRR,0.4307,0.4777,1000,0.90,0.3675,0.05,-0.5068,1.3682
173,RR,1.5384,0.7349,1000,2.09,0.0366,0.05,0.09615,2.9806
174,logRR,-0.3365,0.5821,1000,-0.58,0.5634,0.05,-1.4788,0.8059
174,RR,0.7143,0.4158,1000,1.72,0.0861,0.05,-0.1017,1.5302
175,logRR,-0.2354,0.4489,1000,-0.52,0.6001,0.05,-1.1162,0.6455
175,RR,0.7903,0.3547,1000,2.23,0.0261,0.05,0.09416,1.4864
176,logRR,-0.6738,0.5388,1000,-1.25,0.2114,0.05,-1.7312,0.3836
176,RR,0.5098,0.2747,1000,1.86,0.0638,0.05,-0.02924,1.0488
177,logRR,-0.5066,0.4254,1000,-1.19,0.2341,0.05,-1.3414,0.3283
177,RR,0.6026,0.2564,1000,2.35,0.0189,0.05,0.09950,1.1056
178,logRR,-0.8070,0.5059,1000,-1.59,0.1110,0.05,-1.7998,0.1859
178,RR,0.4462,0.2258,1000,1.98,0.0484,0.05,0.003193,0.8892
179,logRR,-0.1013,,1000,,,0.05,,
179,RR,0.9037,,1000,,,0.05,,
